Restaurant_Name,Web_Link,Locality,Ratings_out_of_5,Cuisines,Charges_for_two,alcohol,dance,veg,pet,music,valet,buffet,vegan,rooftop,sugarfree,takeawayonly
GAWADE'S DOSA,https://www.zomato.com/pune/gawades-dosa-kothrud,Kothrud,0,South Indian,150,0,0,0,0,0,0,0,0,0,0,0
Hotel Sagar,https://www.zomato.com/pune/hotel-sagar-hadapsar,Hadapsar,0,"North Indian, Maharashtrian",300,0,0,0,0,0,0,0,0,0,0,0
Kwality Walls,https://www.zomato.com/pune/kwality-walls-viman-nagar,Viman Nagar,0,"Ice Cream, Desserts",,0,0,0,0,0,0,0,0,0,0,0
House Of Sandwiches,https://www.zomato.com/pune/house-of-sandwiches-viman-nagar,Viman Nagar,0,Fast Food,,0,0,0,0,0,0,0,0,0,0,0
Bakers Corner,https://www.zomato.com/pune/bakers-corner-sinhgad-road,Sinhgad Road,0,"Bakery, Desserts",400,0,0,0,0,0,0,0,0,0,0,1
Swarali,https://www.zomato.com/pune/swarali-akurdi,Akurdi,0,"Maharashtrian, North Indian, South Indian",400,0,0,0,0,0,0,0,0,0,0,0
Biryani Buzzzz,https://www.zomato.com/pune/biryani-buzzzz-wadgaon-sheri,Wadgaon Sheri,0,Biryani,,0,0,0,0,0,0,0,0,0,0,0
Kool Bubbles Cafe & Soda,https://www.zomato.com/pune/kool-bubbles-cafe-soda-sadashiv-peth,Sadashiv Peth,0,"Fast Food, Pizza",200,0,0,1,0,0,0,0,0,0,0,0
Shri Datta Pure Veg,https://www.zomato.com/pune/shri-datta-pure-veg-shivaji-nagar,Shivaji Nagar,0,"North Indian, Maharashtrian, South Indian, Chinese",300,0,0,1,0,0,0,0,0,0,0,0
Junifer,https://www.zomato.com/pune/junifer-lonavala,Lonavala,0,"North Indian, South Indian, Chinese",750,0,0,0,0,0,0,0,0,0,0,0
Dhaabaa Dot Com,https://www.zomato.com/pune/dhaabaa-dot-com-hadapsar,Hadapsar,0,North Indian,200,0,0,0,0,0,0,0,0,0,0,0
Rajya Bhog,https://www.zomato.com/pune/rajya-bhog-pimpri,Pimpri,0,"Street Food, Chinese",100,0,0,0,0,0,0,0,0,0,0,1
Shree Ganesh Tea Stall,https://www.zomato.com/pune/shree-ganesh-tea-stall-baner,Baner,0,Fast Food,,0,0,0,0,0,0,0,0,0,0,0
Hash Tag Meals,https://www.zomato.com/pune/hash-tag-meals-wakad,Wakad,0,"North Indian, Fast Food",,0,0,0,0,0,0,0,0,0,0,0
Food Fantacy,https://www.zomato.com/pune/food-fantacy-wakad,Wakad,0,"North Indian, Biryani, Chinese",500,0,0,0,0,0,0,0,0,0,0,0
Nawabi Mehfil,https://www.zomato.com/pune/nawabi-mehfil-wakad,Wakad,0,"Chinese, North Indian",550,0,0,0,0,0,0,0,0,0,0,0
Supriya Restaurant,https://www.zomato.com/pune/supriya-restaurant-dhole-patil-road,Dhole Patil Road,0,"North Indian, Chinese, Fast Food",500,0,0,0,0,0,0,0,0,0,0,0
Sugandha Paan Shop,https://www.zomato.com/pune/sugandha-paan-shop-bt-kawade-road,B.T. Kawade Road,0,Paan,100,0,0,0,0,0,0,0,0,0,0,1
Hotel Mawali Thaat,https://www.zomato.com/pune/hotel-mawali-thaat-talegaon,Talegaon,0,"Maharashtrian, North Indian",450,0,0,0,0,0,0,0,0,0,0,0
Oink Oink !,https://www.zomato.com/pune/oink-oink-1-wagholi,Wagholi,0,BBQ,,0,0,0,0,0,0,0,0,0,0,0
Street Treat,https://www.zomato.com/street-treat-food-truck,KP and Kalyani,0,Street Food,200,0,0,0,0,0,0,0,0,0,0,1
Shailaja,https://www.zomato.com/pune/shailaja-karve-nagar,Karve Nagar,2.8,"North Indian, South Indian, Chinese",600,0,0,0,0,0,0,0,0,0,0,0
Indian Zaika,https://www.zomato.com/indian-zaika-food-truck,Pimpri Chinchwad Area,0,"South Indian, Fast Food, Street Food",300,0,0,0,0,0,0,0,0,0,0,0
Ira Refreshments,https://www.zomato.com/pune/ira-refreshments-bavdhan,Bavdhan,0,"Fast Food, North Indian",250,0,0,0,0,0,0,0,0,0,0,0
Anna's Biryani,https://www.zomato.com/pune/annas-biryani-pune-solapur-road,Pune-Solapur Road,3,"South Indian, North Indian, Biryani",250,0,0,0,0,0,0,0,0,0,0,0
Taste Is Best Biryani House,https://www.zomato.com/pune/taste-is-best-biryani-house-1-hinjawadi,Hinjawadi,2.3,"Biryani, North Indian",500,0,0,0,0,0,0,0,0,0,0,0
Eater 99 Family Restaurant,https://www.zomato.com/pune/eater-99-family-restaurant-pimple-saudagar,Pimple Saudagar,2.9,"North Indian, Chinese",800,0,0,0,0,0,0,0,0,0,0,0
Bhatia's Kitchen,https://www.zomato.com/pune/bhatias-kitchen-hadapsar,Hadapsar,3.4,North Indian,,0,0,0,0,0,0,0,0,0,0,0
KP Cafe,https://www.zomato.com/pune/kp-cafe-sinhgad-road,Sinhgad Road,0,Maharashtrian,,0,0,0,0,0,0,0,0,0,0,0
Food Metro,https://www.zomato.com/pune/food-metro-kondhwa,Kondhwa,0,"North Indian, Mughlai",,0,0,0,0,0,0,0,0,0,0,0
Annam,https://www.zomato.com/pune/annam-dehu-road,Dehu Road,0,"Street Food, Fast Food, Beverages",250,0,0,0,0,0,0,0,0,0,0,0
Amul and Royal Ice Cream,https://www.zomato.com/pune/amul-and-royal-ice-cream-pimple-saudagar,Pimple Saudagar,3.1,Desserts,200,0,0,0,0,0,0,0,0,0,0,0
Krishna Pure Veg,https://www.zomato.com/pune/krishna-pure-veg-kharadi,Kharadi,3.2,"Chinese, North Indian",200,0,0,0,0,0,0,0,0,0,0,0
Shetkari Mala,https://www.zomato.com/pune/shetkari-mala-1-chinchwad,Chinchwad,3.4,"Maharashtrian, North Indian, Chinese, Seafood",800,0,0,0,0,0,0,0,0,0,0,0
Tiya Bakers,https://www.zomato.com/pune/tiya-bakers-pimple-gurav,Pimpri Chinchwad Area,0,Bakery,400,0,0,0,0,0,0,0,0,0,0,0
SSK Cakes,https://www.zomato.com/pune/ssk-cakes-sinhgad-road,Sinhgad Road,0,Bakery,,0,0,0,0,0,0,0,0,0,0,0
Gulmohar Cafe,https://www.zomato.com/pune/gulmohar-cafe-karve-nagar,Karve Nagar,0,"Cafe, Chinese",200,0,0,0,0,0,0,0,0,0,0,0
Bhartiya Flavors,https://www.zomato.com/pune/bhartiya-flavors-hadapsar,Hadapsar,0,"Street Food, Fast Food",150,0,0,0,0,0,0,0,0,0,0,0
Hotel Shivshahi,https://www.zomato.com/pune/hotel-shivshahi-shivapur,Shivapur,0,"North Indian, Maharashtrian, Seafood",600,0,0,0,0,0,0,0,0,0,0,0
Ayyoo,https://www.zomato.com/pune/ayyoo-bibvewadi,Bibvewadi,3.1,South Indian,250,0,0,1,0,0,0,0,0,0,0,0
Artvishwa Cafe,https://www.zomato.com/pune/artvishwa-cafe-kharadi,Kharadi,0,Fast Food,250,0,0,1,0,0,0,0,0,0,0,0
SG-TastyBites,https://www.zomato.com/pune/sg-tastybites-shivaji-nagar,Shivaji Nagar,3.1,"Fast Food, Coffee",150,0,0,1,0,0,0,0,0,0,0,0
Food Point,https://www.zomato.com/pune/food-point-1-sinhgad-road,Sinhgad Road,0,"Chinese, North Indian",500,0,0,0,0,0,0,0,0,0,0,0
Thakur Da Dhaba,https://www.zomato.com/pune/thakur-da-dhaba-sinhgad-road,Sinhgad Road,0,North Indian,450,0,0,1,0,0,0,0,0,0,0,0
Sankalp Pure Veg,https://www.zomato.com/pune/sankalp-pure-veg-chakan,Chakan,0,"North Indian, Maharashtrian, Chinese",500,0,0,1,0,0,0,0,0,0,0,0
Hotel Masal,https://www.zomato.com/pune/hotel-masal-sinhgad-road,Sinhgad Road,0,"Chinese, Maharashtrian, North Indian",500,0,0,0,0,0,0,0,0,0,0,0
Shreemant Peshwai Pure Veg,https://www.zomato.com/pune/shreemant-peshwai-pure-veg-sinhgad-road,Sinhgad Road,0,"Fast Food, North Indian",400,0,0,1,0,0,0,0,0,0,0,0
Pandit Dum Biryani House,https://www.zomato.com/pune/pandit-dum-biryani-house-mundhwa,Mundhwa,0,"Biryani, North Indian",500,0,0,0,0,0,0,0,0,0,0,0
Creamystery,https://www.zomato.com/pune/creamystery-kothrud,Kothrud,3.8,Desserts,300,0,0,0,0,0,0,0,0,0,0,0
Raigad,https://www.zomato.com/pune/raigad-sinhgad-road,Sinhgad Road,3,Fast Food,350,0,0,0,0,0,0,0,0,0,0,0
Roti Handiz,https://www.zomato.com/pune/roti-handiz-sinhgad-road,Sinhgad Road,3,"Chinese, North Indian",400,0,0,0,0,0,0,0,0,0,0,0
Kavya Cafe,https://www.zomato.com/pune/kavya-cafe-sinhgad-road,Sinhgad Road,0,"Cafe, Fast Food",350,0,0,1,0,0,0,0,0,0,0,0
Rajmandir Ice Cream,https://www.zomato.com/pune/rajmandir-ice-cream-4-sinhgad-road,Sinhgad Road,3.2,Desserts,150,0,0,1,0,0,0,0,0,0,0,0
DD's Cafe,https://www.zomato.com/pune/dds-cafe-sinhgad-road,Sinhgad Road,3.2,"Cafe, Fast Food",250,0,0,1,0,0,0,0,0,0,0,0
Orien Chinese,https://www.zomato.com/pune/orien-chinese-wagholi,Wagholi,0,Chinese,400,0,0,0,0,0,0,0,0,0,0,0
Vikas Family Restaurant,https://www.zomato.com/pune/vikas-family-restaurant-2-lohegaon,Lohegaon,0,"North Indian, Chinese",500,0,0,0,0,0,0,0,0,0,0,0
Elshaddai Home Food Tiffin Services,https://www.zomato.com/pune/elshaddai-home-food-tiffin-services-1-hadapsar,Hadapsar,0,North Indian,,0,0,0,0,0,0,0,0,0,0,0
Charm Hot and Chilled,https://www.zomato.com/pune/charm-hot-and-chilled-wagholi,Wagholi,0,"Maharashtrian, Street Food",400,0,0,0,0,0,0,0,0,0,0,0
Food in Time - FIT,https://www.zomato.com/pune/food-in-time-fit-bavdhan,Bavdhan,3.2,North Indian,,0,0,0,0,0,0,0,0,0,0,0
Night Biryani,https://www.zomato.com/pune/night-biryani-karve-nagar,Karve Nagar,3.1,Biryani,,0,0,0,0,0,0,0,0,0,0,0
Swad Thali And Biryani House,https://www.zomato.com/pune/swad-thali-and-biryani-house-pimpri,Pimpri,0,North Indian,300,0,0,1,0,0,0,0,0,0,0,0
Food Factory,https://www.zomato.com/pune/food-factory-ghorpadi,Ghorpadi,0,North Indian,,0,0,0,0,0,0,0,0,0,0,0
Hunger Ground,https://www.zomato.com/pune/hunger-ground-sinhgad-road,Sinhgad Road,3.1,"Salad, Cafe, Healthy Food, Sandwich, Fast Food",200,0,0,0,0,0,0,0,0,0,0,0
Cake Magic,https://www.zomato.com/pune/cake-magic-kharadi,Kharadi,0,Bakery,300,0,0,1,0,0,0,0,0,0,0,0
Ahil's Biryani House,https://www.zomato.com/pune/ahils-biryani-house-sinhgad-road,Sinhgad Road,2.8,"Biryani, North Indian",500,0,0,0,0,0,0,0,0,0,0,0
Take-A-Break Pure Veg Snacks,https://www.zomato.com/pune/take-a-break-pure-veg-snacks-old-mumbai-pune-highway,Old Mumbai-Pune Highway,0,Street Food,100,0,0,1,0,0,0,0,0,0,0,0
Bluhill Family Restaurant,https://www.zomato.com/pune/bluhill-family-restaurant-pimple-saudagar,Pimple Saudagar,0,"Biryani, Hyderabadi, Maharashtrian, Seafood, Afghan",600,0,0,0,0,0,0,0,0,0,0,0
Gizmo Fast Food Zone,https://www.zomato.com/pune/gizmo-fast-food-zone-lohegaon,Lohegaon,0,"Fast Food, North Indian",400,0,0,0,0,0,0,0,0,0,0,0
Ramzan Caterers,https://www.zomato.com/pune/ramzan-caterers-hadapsar,Hadapsar,0,"North Indian, Biryani",,0,0,0,0,0,0,0,0,0,0,0
Cafe Roaming Flavours,https://www.zomato.com/pune/cafe-roaming-flavours-sinhgad-road,SB Road - Aundh,3.1,"Fast Food, Beverages",200,0,0,0,0,0,0,0,0,0,0,0
Assal Gavran Chuv,https://www.zomato.com/pune/assal-gavran-chuv-sinhgad-road,Sinhgad Road,0,Maharashtrian,400,0,0,0,0,0,0,0,0,0,0,0
Max Chinese & Fast Food,https://www.zomato.com/pune/max-chinese-fast-food-yerawada,Yerawada,2.8,Chinese,300,0,0,0,0,0,0,0,0,0,0,0
Yummy Yummy,https://www.zomato.com/pune/yummy-yummy-bhosari,Bhosari,0,"Chinese, Street Food",350,0,0,0,0,0,0,0,0,0,0,0
Cafe Crimica,https://www.zomato.com/pune/cafe-crimica-1-narhe,Narhe,0,"Sandwich, Coffee",300,0,0,0,0,0,0,0,0,0,0,0
Southern Spice,https://www.zomato.com/pune/southern-spice-dhanori,Dhanori,2.8,South Indian,200,0,0,1,0,0,0,0,0,0,0,0
Caffe Tree Corner,https://www.zomato.com/pune/caffe-tree-corner-balewadi,Balewadi,3.3,Fast Food,400,0,0,0,0,0,0,0,0,0,0,0
The Royal Maratha,https://www.zomato.com/pune/the-royal-maratha-baner,Baner,3.4,"North Indian, Chinese, Kebab",450,0,0,0,0,0,0,0,0,0,0,0
Food Hub,https://www.zomato.com/pune/food-hub-baner,Baner,2.9,"North Indian, Biryani, Chinese",300,0,0,0,0,0,0,0,0,0,0,0
Icy Spicy,https://www.zomato.com/pune/icy-spicy-1-baner,Baner,3.4,"Chinese, Fast Food",300,0,0,0,0,0,0,0,0,0,0,0
The Northern Cafe,https://www.zomato.com/pune/the-northern-cafe-hinjawadi,Hinjawadi,0,"North Indian, Fast Food",250,0,0,1,0,0,0,0,0,0,0,0
Délhi-Cious,https://www.zomato.com/pune/délhi-cious-viman-nagar,Viman Nagar,3.2,"North Indian, Modern Indian",400,0,0,0,0,0,0,0,0,0,0,0
Cafe Durga,https://www.zomato.com/pune/cafe-durga-3-wakad,Wakad,2.9,"Chinese, South Indian, Fast Food, Street Food, North Indian, Beverages",300,0,0,0,0,0,0,0,0,0,0,0
Whole Mealz- Pure Veg Restaurant,https://www.zomato.com/pune/whole-mealz-pure-veg-restaurant-pimpri,Pimpri,0,"Fast Food, Maharashtrian, North Indian, Beverages",,0,0,0,0,0,0,0,0,0,0,0
Mr.Fries,https://www.zomato.com/pune/mr-fries-1-bhosari,Bhosari,2.9,"Fast Food, Pizza",300,0,0,1,0,0,0,0,0,0,0,0
Icy Spicy,https://www.zomato.com/pune/icy-spicy-dange-chowk,Dange Chowk,2.9,"Fast Food, Sandwich, Burger, Rolls",300,0,0,0,0,0,0,0,0,0,0,0
Kasturi Biryani House,https://www.zomato.com/pune/kasturi-biryani-house-pune-solapur-road,Pune-Solapur Road,3.1,"Biryani, Maharashtrian",300,0,0,0,0,0,0,0,0,0,0,0
Dark Spirits Cafe,https://www.zomato.com/pune/dark-spirits-cafe-lavasa,Lavasa,0,Cafe,400,0,0,0,0,0,0,0,0,0,0,0
Anuj Snack Centre,https://www.zomato.com/pune/anuj-snack-centre-wakad,Wakad,0,Street Food,100,0,0,0,0,0,0,0,0,0,0,0
Swarajay,https://www.zomato.com/pune/swarajay-pimple-nilakh,Pimple Nilakh,0,"Maharashtrian, North Indian",500,0,0,0,0,0,0,0,0,0,0,0
Bhushi Dam Family Restaurant,https://www.zomato.com/pune/bhushi-dam-family-restaurant-lonavala,Lonavala,0,"Chinese, North Indian, Malwani, Mangalorean",800,0,0,0,0,0,0,0,0,0,0,0
Cafe Choco Craze,https://www.zomato.com/pune/cafe-choco-craze-nigdi,Nigdi,3.4,"Desserts, Beverages, Fast Food",250,0,0,0,0,0,0,0,0,0,0,0
Fuel Up Fast Food,https://www.zomato.com/pune/fuel-up-fast-food-kharadi,Kharadi,0,Fast Food,300,0,0,0,0,0,0,0,0,0,0,0
Guruji Ki Rasoi,https://www.zomato.com/pune/guruji-ki-rasoi-nibm-road,NIBM Road,2.9,Chinese,400,0,0,0,0,0,0,0,0,0,0,0
Chinese Inbox,https://www.zomato.com/pune/chinese-inbox-magarpatta,Magarpatta,3.1,Chinese,,0,0,0,0,0,0,0,0,0,0,0
New Royal Fast Food,https://www.zomato.com/pune/new-royal-fast-food-bhosari,Bhosari,0,Chinese,200,0,0,0,0,0,0,0,0,0,0,0
Sai Cafe Katta,https://www.zomato.com/pune/sai-cafe-katta-satara-road,Satara Road,3.1,"Fast Food, Street Food, North Indian, Maharashtrian, Beverages",400,0,0,1,0,0,0,0,0,0,0,0
Chocolate Biclate,https://www.zomato.com/pune/chocolate-biclate-6-hinjawadi,Hinjawadi,0,Desserts,300,0,0,0,0,0,0,0,0,0,0,0
Brew Beans Cafe,https://www.zomato.com/pune/brew-beans-cafe-kondhwa,Kondhwa,3.3,"Fast Food, Street Food",250,0,0,0,0,0,0,0,0,0,0,0
Mughlai Biryani House,https://www.zomato.com/pune/mughlai-biryani-house-baner,Baner,0,"Biryani, Chinese, North Indian",,0,0,0,0,0,0,0,0,0,0,0
Spicy Biryani & Roll House,https://www.zomato.com/pune/spicy-biryani-roll-house-senapati-bapat-road,Senapati Bapat Road,0,"Chinese, North Indian",250,0,0,0,0,0,0,0,0,0,0,0
Food Mojo,https://www.zomato.com/pune/food-mojo-hinjawadi,Hinjawadi,0,"Chinese, North Indian, South Indian",400,0,0,0,0,0,0,0,0,0,0,0
The Hideout Restaurant,https://www.zomato.com/pune/the-hideout-restaurant-dhanori,Dhanori,0,"North Indian, Fast Food, Chinese",450,0,0,1,0,0,0,0,0,0,0,0
Grain De Cafe,https://www.zomato.com/pune/grain-de-cafe-1-pimpri,Pimpri,0,Cafe,400,0,0,0,0,0,0,0,0,0,0,0
Unity Kitchen,https://www.zomato.com/pune/unity-kitchen-nibm-road,Wanowrie Kondhwa Area,3.2,Fast Food,,0,0,0,0,0,0,0,0,0,0,0
Kanifnath Snacks Center,https://www.zomato.com/pune/kanifnath-snacks-center-magarpatta,Magarpatta,0,Fast Food,200,0,0,1,0,0,0,0,0,0,0,0
Swad,https://www.zomato.com/pune/swad-wakad,Wakad,0,"Healthy Food, North Indian",,0,0,0,0,0,0,0,0,0,0,0
Night Hungers -(NH4),https://www.zomato.com/pune/night-hungers-nh4-katraj,Katraj,3.4,"North Indian, Fast Food, Chinese",400,0,0,0,0,0,0,0,0,0,0,0
Cafe Irani Katta,https://www.zomato.com/pune/cafe-irani-katta-mundhwa,Mundhwa,3.1,Fast Food,200,0,0,0,0,0,0,0,0,0,0,0
Tasty Vidarbha,https://www.zomato.com/pune/tasty-vidarbha-pimple-saudagar,Pimple Saudagar,0,"North Indian, Fast Food",400,0,0,0,0,0,0,0,0,0,0,0
Jagdamb Bhel & Panipuri Center,https://www.zomato.com/pune/jagdamb-bhel-panipuri-center-kothrud,Kothrud,3.3,Street Food,100,0,0,1,0,0,0,0,0,0,0,0
Jai Maa Pitambara,https://www.zomato.com/pune/jai-maa-pitambara-pimple-nilakh,Pimple Nilakh,0,"North Indian, Mithai",,0,0,0,0,0,0,0,0,0,0,0
PK Cafe,https://www.zomato.com/pune/pk-cafe-hadapsar,Hadapsar,0,"Fast Food, Beverages",400,0,0,1,0,0,0,0,0,0,0,0
Deli Times,https://www.zomato.com/pune/deli-times-wakad,Wakad,3.7,"Bakery, Desserts",400,0,0,1,0,0,0,0,0,0,0,1
Crown Pizza & Diet Foods,https://www.zomato.com/pune/crown-pizza-diet-foods-wakad,Wakad,0,"Fast Food, Coffee, Pizza",200,0,0,0,0,0,0,0,0,0,0,0
The Big Bong Theory,https://www.zomato.com/pune/the-big-bong-theory-viman-nagar,Viman Nagar,3.3,Bengali,300,0,0,0,0,0,0,0,0,0,0,0
Lokanath Restaurant,https://www.zomato.com/pune/lokanath-restaurant-sinhgad-road,Sinhgad Road,3.2,"Chinese, North Indian, Kebab",350,0,0,0,0,0,0,0,0,0,0,0
Cafe F 7,https://www.zomato.com/pune/cafe-f-7-lohegaon,Lohegaon,0,"Fast Food, Chinese",250,0,0,0,0,0,0,0,0,0,0,0
Hot Garlic,https://www.zomato.com/pune/hot-garlic-hadapsar,Hadapsar,3,"Japanese, Chinese, Thai",,0,0,0,0,0,0,0,0,0,0,1
Hotel Saikrupa Refreshments,https://www.zomato.com/pune/hotel-saikrupa-refreshments-narhe,Narhe,0,"Fast Food, Chinese",250,0,0,1,0,0,0,0,0,0,0,0
Rollitup,https://www.zomato.com/pune/rollitup-kharadi,Kharadi,3.3,"Rolls, Street Food, North Indian",300,0,0,0,0,0,0,0,0,0,0,0
AK's Kitchen,https://www.zomato.com/pune/aks-kitchen-hadapsar,Hadapsar,3,"North Indian, Chinese",350,0,0,0,0,0,0,0,0,0,0,0
Hotel Swad,https://www.zomato.com/pune/hotel-swad-3-chinchwad,Chinchwad,0,"Chinese, North Indian, South Indian",600,0,0,0,0,0,0,0,0,0,0,0
Dessert's Shop,https://www.zomato.com/pune/desserts-shop-viman-nagar,Viman Nagar,2.9,Desserts,300,0,0,0,0,0,0,0,0,0,0,0
Creamy Culture,https://www.zomato.com/pune/creamy-culture-baner,Baner,3.2,Bakery,200,0,0,0,0,0,0,0,0,0,0,0
Tastesum Fast Food,https://www.zomato.com/pune/tastesum-fast-food-nibm-road,NIBM Road,3.2,"Chinese, Thai",400,0,0,0,0,0,0,0,0,0,0,0
Rohit Family Restaurant,https://www.zomato.com/pune/rohit-family-restaurant-1-lonavala,Lonavala,0,"North Indian, Maharashtrian, Chinese",600,0,0,0,0,0,0,0,0,0,0,0
Hotel Shivneri,https://www.zomato.com/pune/hotel-shivneri-1-bt-kawade-road,B.T. Kawade Road,0,"Chinese, North Indian, Mughlai",450,0,0,0,0,0,0,0,0,0,0,0
S.K. Roll House,https://www.zomato.com/pune/s-k-roll-house-bibvewadi,Bibvewadi,3.1,"Fast Food, Rolls",200,0,0,0,0,0,0,0,0,0,0,0
Pizza Place,https://www.zomato.com/pune/pizza-place-hinjawadi,Hinjawadi,3.2,"Fast Food, Pizza",300,0,0,0,0,0,0,0,0,0,0,0
Food Frolic,https://www.zomato.com/pune/food-frolic-balewadi,Balewadi,3.5,Fast Food,350,0,0,0,0,0,0,0,0,0,0,0
Caramella's,https://www.zomato.com/pune/caramellas-2-bhosari,Bhosari,0,Bakery,15,0,0,1,0,0,0,0,0,0,0,0
All Time Bar And Restaurant,https://www.zomato.com/pune/all-time-bar-and-restaurant-lonavala,Lonavala,0,"North Indian, Chinese",600,0,0,0,0,0,0,0,0,0,0,0
Murgamasti Kitchen,https://www.zomato.com/pune/murgamasti-kitchen-pimple-gurav,Pimple Gurav,0,North Indian,,0,0,0,0,0,0,0,0,0,0,0
Sai Prasad,https://www.zomato.com/pune/sai-prasad-akurdi,Akurdi,0,"North Indian, Maharashtrian, South Indian, Chinese",500,0,0,0,0,1,0,0,0,0,0,0
Sagas Thali House,https://www.zomato.com/pune/sagas-thali-house-wadgaon-sheri,Wadgaon Sheri,3.1,"Chinese, Fast Food, North Indian",,0,0,1,0,0,0,0,0,0,0,0
Swad Paratha,https://www.zomato.com/pune/swad-paratha-kothrud,Kothrud,0,"North Indian, Maharashtrian, Fast Food",200,0,0,0,0,0,0,0,0,0,0,0
The Fuel,https://www.zomato.com/pune/the-fuel-sinhgad-road,Sinhgad Road,3.1,"Fast Food, Lebanese",300,0,0,0,0,0,0,0,0,0,0,0
Mumbai Haat,https://www.zomato.com/pune/mumbai-haat-balewadi,Balewadi,3.4,"South Indian, Chinese, North Indian",600,1,0,0,0,0,0,0,0,0,0,0
Mahi's Biryani,https://www.zomato.com/pune/mahis-biryani-sinhgad-road,Sinhgad Road,2.9,"Biryani, Indian",300,0,0,0,0,0,0,0,0,0,0,0
UK Caterer's Biryani,https://www.zomato.com/pune/uk-caterers-biryani-wadgaon-sheri,Wadgaon Sheri,3,Biryani,350,0,0,0,0,0,0,0,0,0,0,0
Pirajees,https://www.zomato.com/pune/pirajees-2-bhosari,Bhosari,0,Bakery,200,0,0,0,0,0,0,0,0,0,0,0
Shaan e' Burger,https://www.zomato.com/pune/shaan-e-burger-kharadi,Kharadi,3,"Burger, Fast Food, Beverages",450,0,0,0,0,0,0,0,0,0,0,0
Shree Ganesh Veg & Non Veg,https://www.zomato.com/pune/shree-ganesh-veg-non-veg-wagholi,Wagholi,3.1,North Indian,200,0,0,0,0,0,0,0,0,0,0,0
Max Non Veg,https://www.zomato.com/pune/max-non-veg-hinjawadi,Hinjawadi,3.2,"Fast Food, North Indian",,0,0,0,0,0,0,0,0,0,0,0
Shri Sai Ram Hotel,https://www.zomato.com/pune/shri-sai-ram-hotel-akurdi,Akurdi,3,"North Indian, Chinese, Maharashtrian",400,0,0,0,0,0,0,0,0,0,0,0
Ice Creammer,https://www.zomato.com/pune/ice-creammer-1-pimple-nilakh,Pimple Nilakh,3,"Ice Cream, Desserts",250,0,0,1,0,0,0,0,0,0,0,0
Hotel Mauli,https://www.zomato.com/pune/hotel-mauli-1-hinjawadi,Hinjawadi,0,"Fast Food, North Indian, Chinese, South Indian",600,0,0,0,0,0,0,0,0,0,0,0
Vishal Chinese Food Family Restaurant,https://www.zomato.com/pune/vishal-chinese-food-family-restaurant-chinchwad,Chinchwad,3.1,Chinese,350,0,0,0,0,0,0,0,0,0,0,0
Cafe Swamiraj,https://www.zomato.com/pune/cafe-swamiraj-katraj,Katraj,0,"Fast Food, Beverages",300,0,0,1,0,0,0,0,0,0,0,0
Cafe Greedy Box,https://www.zomato.com/pune/cafe-greedy-box-viman-nagar,KP and Kalyani,0,"Street Food, Cafe",300,0,0,0,0,0,0,0,0,0,0,1
Tasty Bites,https://www.zomato.com/pune/tasty-bites-wanowrie,Wanowrie,0,Fast Food,200,0,0,0,0,0,0,0,0,0,0,0
Wakad Corner Family Restaurant,https://www.zomato.com/pune/wakad-corner-family-restaurant-pimple-saudagar,Pimple Saudagar,3.5,"North Indian, Chinese",450,0,0,0,0,0,0,0,0,0,0,0
Nikki Food Products,https://www.zomato.com/pune/nikki-food-products-kharadi,Kharadi,0,North Indian,,0,0,0,0,0,0,0,0,0,0,0
Sai Cafe & Bhojnalaya,https://www.zomato.com/pune/sai-cafe-bhojnalaya-hinjawadi,Hinjawadi,0,"Fast Food, Maharashtrian",500,0,0,0,0,0,0,0,0,0,0,0
Cafe Corner,https://www.zomato.com/pune/cafe-corner-kalyani-nagar,Kalyani Nagar,0,Fast Food,300,0,0,0,0,0,0,0,0,0,0,1
The China Gate,https://www.zomato.com/pune/the-china-gate-wakad,Wakad,3.2,Chinese,300,0,0,0,0,0,0,0,0,0,0,0
Ancient Andhra,https://www.zomato.com/pune/ancient-andhra-pimple-nilakh,Pimple Nilakh,3,"Biryani, Andhra, North Indian, Mithai",750,0,0,0,0,0,0,0,0,0,0,0
Sophisti-Cakes,https://www.zomato.com/pune/sophisti-cakes-rasta-peth,Rasta Peth,0,Bakery,150,0,0,0,0,0,0,0,0,0,0,0
Rose,https://www.zomato.com/pune/rose-2-pimpri,Pimpri Chinchwad Area,0,"Bakery, Ice Cream, Desserts",400,0,0,0,0,0,0,0,0,0,0,0
Vedant snacks corner,https://www.zomato.com/pune/vedant-snacks-corner-wadgaon-sheri,Wadgaon Sheri,3.1,"Maharashtrian, South Indian",100,0,0,0,0,0,0,0,0,0,0,0
Hotel Madhuram,https://www.zomato.com/pune/hotel-madhuram-chinchwad,Chinchwad,0,Fast Food,,0,0,0,0,0,0,0,0,0,0,0
Abhinav Cafeteria,https://www.zomato.com/pune/abhinav-cafeteria-wadgaon-sheri,Wadgaon Sheri,0,"North Indian, Continental",,0,0,0,0,0,0,0,0,0,0,0
Pakwan Hotel,https://www.zomato.com/pune/pakwan-hotel-kothrud,Kothrud,0,Maharashtrian,200,0,0,1,0,0,0,0,0,0,0,0
Shree Maha Durgeshwari,https://www.zomato.com/pune/shree-maha-durgeshwari-kothrud,Kothrud,0,South Indian,100,0,0,1,0,0,0,0,0,0,0,0
