Restaurant_Name,Web_Link,Locality,Ratings_out_of_5,Cuisines,Charges_for_two,alcohol,dance,veg,pet,music,valet,buffet,vegan,rooftop,sugarfree,takeawayonly
Pure Veg Divine,https://www.zomato.com/pune/pure-veg-divine-karve-nagar,Karve Nagar,3.6,"Chinese, Fast Food",200,0,0,1,0,0,0,0,0,0,0,0
Bengali Tadka,https://www.zomato.com/pune/bengali-tadka-nibm-road,NIBM Road,3.6,"Bengali, Rolls, Biryani",,0,0,0,0,0,0,0,0,0,0,0
Eat Em Up,https://www.zomato.com/pune/eat-em-up-koregaon-park,Koregaon Park,3.3,"Salad, Fast Food, South Indian, North Indian",450,0,0,0,0,0,0,0,1,0,0,0
Dakshin Bharat,https://www.zomato.com/pune/dakshin-bharat-balewadi,Balewadi,3.3,"South Indian, North Indian",250,0,0,1,0,0,0,0,0,0,0,0
Jalsa Resto,https://www.zomato.com/pune/jalsa-resto-2-pimple-gurav,Pimple Gurav,3.5,Maharashtrian,450,0,0,0,0,0,0,0,0,0,0,0
Shiv Dining Hall & Restaurant,https://www.zomato.com/pune/shiv-dining-hall-restaurant-hinjawadi,Hinjawadi,3.4,North Indian,250,0,0,0,0,0,0,0,0,0,0,0
Pappu Chaiwalla,https://www.zomato.com/pune/pappu-chaiwalla-magarpatta,Magarpatta,3.5,"Street Food, Fast Food, North Indian, Beverages",350,0,0,0,0,0,0,0,0,0,0,0
Cream and Crush,https://www.zomato.com/pune/cream-and-crush-bibvewadi,Bibvewadi,3.2,Cafe,200,0,0,0,0,0,0,0,0,0,0,0
Doodle Cafe,https://www.zomato.com/pune/doodle-cafe-kothrud,Kothrud,3.4,"Cafe, Fast Food",250,0,0,1,0,0,0,0,0,0,0,0
Swirl Station,https://www.zomato.com/pune/swirl-station-1-sinhgad-road,Sinhgad Road,3.6,"Desserts, Ice Cream",300,0,0,1,0,0,0,0,0,0,0,0
Egg Bite,https://www.zomato.com/pune/egg-bite-nigdi,Nigdi,2.9,"Street Food, Fast Food, Beverages",200,0,0,0,0,0,0,0,0,0,0,0
The Irani Cafe Restaurant,https://www.zomato.com/pune/the-irani-cafe-restaurant-2-viman-nagar,Viman Nagar,3.6,"Iranian, Mughlai",800,0,0,0,0,0,0,0,0,0,0,0
Jugs And Mugs,https://www.zomato.com/pune/jugs-and-mugs-2-kharadi,Kharadi,3.3,"Cafe, Chinese, Continental, North Indian",500,0,0,0,0,0,0,0,0,0,0,0
Big Belly Canteen,https://www.zomato.com/pune/big-belly-canteen-viman-nagar,Viman Nagar,3.6,North Indian,,0,0,0,0,0,0,0,0,0,0,0
Khushboo Resto,https://www.zomato.com/pune/khushboo-resto-1-hinjawadi,Hinjawadi,2.9,North Indian,700,0,0,0,0,0,0,0,0,0,0,0
Hotel Jagaat Bhaari Kolhapuri,https://www.zomato.com/pune/q-sinhgad-road,Sinhgad Road,3.3,Maharashtrian,200,0,0,0,0,0,0,0,0,0,0,0
Homefood Tiffin Services,https://www.zomato.com/pune/homefood-tiffin-services-sadashiv-peth,Sadashiv Peth,0,North Indian,,0,0,1,0,0,0,0,0,0,0,0
Flavours - The Veg Treat,https://www.zomato.com/pune/flavours-the-veg-treat-wakad,Wakad,3.5,"Fast Food, South Indian, North Indian",400,0,0,1,0,0,0,0,0,0,0,0
New Supreme Pavbhaji And Creamist Live Ice Cream Rolls,https://www.zomato.com/pune/new-supreme-pavbhaji-and-creamist-live-ice-cream-rolls-wakad,Wakad,3.3,"Desserts, Street Food",400,0,0,1,0,0,0,0,0,0,0,0
Red Chilli Restaurant,https://www.zomato.com/pune/red-chilli-restaurant-hadapsar,Hadapsar,3.3,"North Indian, Chinese",750,0,0,0,0,0,0,0,0,0,0,0
Rankala Misal House Snacks Centre,https://www.zomato.com/pune/rankala-misal-house-snacks-centre-balewadi,Balewadi,3.6,"Fast Food, Maharashtrian, Street Food",150,0,0,0,0,0,0,0,0,0,0,0
Big Cheese,https://www.zomato.com/pune/big-cheese-kothrud,Kothrud,3.5,"Fast Food, Pizza",,0,0,0,0,0,0,0,0,0,0,0
Mithla Paratha & Thali House,https://www.zomato.com/pune/mithla-paratha-thali-house-baner,Baner,3.3,"North Indian, Maharashtrian",400,0,0,0,0,0,0,0,0,0,0,0
Idli Sambar,https://www.zomato.com/pune/idli-sambar-bt-kawade-road,B.T. Kawade Road,3.4,"South Indian, Chinese, North Indian",300,0,0,1,0,0,0,0,0,0,0,0
Foodies,https://www.zomato.com/pune/foodies-camp-area,Camp Area,2.9,"Fast Food, Sandwich, Italian",400,0,0,1,0,0,0,0,0,0,0,0
Pokket Cafe,https://www.zomato.com/pune/pokket-cafe-kharadi,Kharadi,2.9,Cafe,500,0,0,1,0,0,0,0,0,0,0,0
Hot Tadka Restaurant,https://www.zomato.com/pune/hot-tadka-restaurant-wakad,Wakad,2.7,"North Indian, South Indian, Chinese, Fast Food",500,0,0,0,0,0,0,0,0,0,0,0
Khau Gali,https://www.zomato.com/pune/khau-gully-viman-nagar,KP and Kalyani,2.9,Fast Food,,0,0,1,0,0,0,0,0,0,0,0
Urus Restaurant,https://www.zomato.com/pune/urus-restaurant-shivapur,Shivapur,3.7,"Maharashtrian, North Indian, Mughlai",600,0,0,0,0,0,0,0,0,0,0,0
King's Biryani,https://www.zomato.com/pune/kings-biryani-1-viman-nagar,Viman Nagar,2.7,Biryani,300,0,0,0,0,0,0,0,0,0,0,0
The Veg Culture,https://www.zomato.com/pune/the-veg-culture-1-aundh,Aundh,3.8,"North Indian, Italian, Mexican",1000,0,0,1,0,0,0,0,0,0,0,0
Capers Pizza,https://www.zomato.com/pune/capers-pizza-magarpatta,Magarpatta,3.2,"Italian, Pizza",500,0,0,0,0,0,0,0,0,0,0,0
Hotel Aishwarya Family Restaurant & Bar,https://www.zomato.com/pune/hotel-aishwarya-family-restaurant-bar-chakan,Chakan,3.1,"North Indian, Chinese",800,0,0,0,0,0,0,0,0,0,0,0
Hotel Alishan,https://www.zomato.com/pune/hotel-alishan-wadgaon-sheri,Wadgaon Sheri,3.4,"Chinese, North Indian",450,0,0,0,0,0,0,0,0,0,0,0
Between Bread,https://www.zomato.com/pune/between-bread-sinhgad-road,Sinhgad Road,3.8,"American, Chinese, Italian",500,0,0,0,0,0,0,0,0,0,0,0
Rasgandha Pure Veg Restaurant,https://www.zomato.com/pune/rasgandha-pure-veg-restaurant-dange-chowk,Dange Chowk,3.5,"North Indian, Chinese, Italian, South Indian, Fast Food",800,0,0,1,0,0,0,0,0,0,0,0
NUDO Pizzeria Al Naturale,https://www.zomato.com/pune/nudo-pizzeria-al-naturale-kalyani-nagar,Kalyani Nagar,3.3,"Pizza, Italian",600,0,0,0,0,0,0,0,0,0,0,0
My Food Planet,https://www.zomato.com/pune/my-food-planet-1-pimple-gurav,Pimple Gurav,3.5,North Indian,400,0,0,0,0,0,0,0,0,0,0,0
Pick Me Up,https://www.zomato.com/pune/pick-me-up-dhanori,Dhanori,3,"Fast Food, Beverages",400,0,0,0,0,0,0,0,0,0,0,0
Kathi Junction,https://www.zomato.com/pune/kathi-junction-1-pimple-saudagar,Pimple Saudagar,3.4,"Rolls, Fast Food",250,0,0,0,0,0,0,0,0,0,0,0
Hotel Patil,https://www.zomato.com/pune/hotel-patil-pimple-gurav,Pimple Gurav,3.2,Maharashtrian,300,0,0,0,0,0,0,0,0,0,0,0
Twisted Tiffin,https://www.zomato.com/pune/twisted-tiffin-ghorpadi,Ghorpadi,2.6,"Chinese, North Indian",,0,0,0,0,0,0,0,0,0,0,0
Reddy South Indian Spicy Food Court,https://www.zomato.com/pune/reddy-south-indian-spicy-food-court-dhankawadi,Dhankawadi,3.3,"South Indian, Hyderabadi",,0,0,0,0,0,0,0,0,0,0,0
The Theka,https://www.zomato.com/pune/the-theka-pune-solapur-road,Pune-Solapur Road,3.3,North Indian,800,0,0,0,0,0,0,0,0,0,0,0
Hungry Foodies,https://www.zomato.com/pune/hungry-foodies-pimpri,Pimpri,3.4,"Fast Food, Burger, Pizza, Sandwich",200,0,0,1,0,0,0,0,0,0,0,0
Nomad's,https://www.zomato.com/pune/nomads-model-colony,Model Colony,3.5,Fast Food,300,0,0,0,0,0,0,0,0,0,0,0
Metro Cafe,https://www.zomato.com/pune/metro-cafe-warje,Warje,3,Fast Food,300,0,0,0,0,0,0,0,0,0,0,0
Punjabi Darbar Rasoi King,https://www.zomato.com/pune/punjabi-darbar-rasoi-king-hadapsar,Hadapsar,3.4,"North Indian, Chinese, Biryani",600,0,0,0,0,0,0,0,0,0,0,0
Oasis Family Resto,https://www.zomato.com/pune/oasis-family-resto-sinhgad-road,Sinhgad Road,3.6,"Chinese, North Indian",500,0,0,0,0,0,0,0,0,0,0,0
Zayka,https://www.zomato.com/pune/zayka-wakad,Wakad,3.5,"Fast Food, Chinese",400,0,0,0,0,0,0,0,0,0,0,0
Kalpna Bhel,https://www.zomato.com/pune/kalpna-bhel-sadashiv-peth,Sadashiv Peth,3.1,Street Food,100,0,0,1,0,0,0,0,0,0,0,1
Redefined Tea,https://www.zomato.com/pune/redefined-tea-magarpatta,Magarpatta,3.5,Tea,100,0,0,1,0,0,0,0,0,0,0,1
Redefined Tea,https://www.zomato.com/pune/redefined-tea-magarpatta,Magarpatta,3.5,Tea,100,0,0,1,0,0,0,0,0,0,0,1
Indian Food Company,https://www.zomato.com/pune/indian-food-company-kalyani-nagar,Kalyani Nagar,3.5,"North Indian, Maharashtrian",,0,0,0,0,0,0,0,0,0,0,0
Hotel Shiv Paratha House,https://www.zomato.com/pune/hotel-shiv-paratha-house-deccan-gymkhana,Deccan Gymkhana,3.7,"North Indian, Street Food",200,0,0,1,0,0,0,0,0,0,0,0
Zaika Biryani House,https://www.zomato.com/pune/zaika-biryani-house-nigdi,Nigdi,3.2,"Biryani, North Indian",300,0,0,0,0,0,0,0,0,0,0,0
Desi Firangi,https://www.zomato.com/pune/desi-firangi-bhosari,Bhosari,3.1,"Fast Food, Street Food, North Indian",300,0,0,0,0,0,0,0,0,0,0,0
Hotel Jijau,https://www.zomato.com/pune/hotel-jijau-kothrud,Kothrud,3.3,"North Indian, Mughlai, Chinese",450,0,0,0,0,0,0,0,0,0,0,0
Sweet Brew,https://www.zomato.com/pune/sweet-brew-model-colony,Model Colony,3.5,Fast Food,,0,0,0,0,0,0,0,0,0,0,0
Kalyani Bhel,https://www.zomato.com/pune/kalyani-bhel-sinhgad-road,Sinhgad Road,3.1,Street Food,150,0,0,0,0,0,0,0,0,0,0,0
Pita & Pizza,https://www.zomato.com/pune/pita-pizza-hadapsar,Hadapsar,3.8,"Italian, Arabian, Fast Food",500,0,0,0,0,0,0,0,0,0,0,0
Hotel Aathwan Veg/Non-Veg Restaurant,https://www.zomato.com/pune/hotel-aathwan-veg-non-veg-restaurant-bhosari,Bhosari,0,"Maharashtrian, North Indian, Chinese, Seafood",500,0,0,0,0,0,0,0,0,0,0,0
99 Dishes,https://www.zomato.com/pune/99-dishes-magarpatta,Magarpatta,3.3,North Indian,700,0,0,0,0,0,0,0,0,0,0,0
Sai Tirth Misal House,https://www.zomato.com/pune/sai-tirth-misal-house-vishrantwadi,Vishrantwadi,3.3,Street Food,100,0,0,1,0,0,0,0,0,0,0,0
Cafe Om Sai Pure Veg,https://www.zomato.com/pune/cafe-om-sai-pure-veg-bavdhan,Bavdhan,2.8,"North Indian, Chinese, Fast Food, South Indian",350,0,0,1,0,0,0,0,0,0,0,0
Vateshwar Bhuvan,https://www.zomato.com/pune/vateshwar-bhuvan-1-shukrawar-peth,Shukrawar Peth,3.5,Street Food,100,0,0,1,0,0,0,0,0,0,0,0
Shree Siddhivinayak Vada Pav Center,https://www.zomato.com/pune/shree-siddhivinayak-vada-pav-center-pimple-gurav,Pimple Gurav,3.5,Street Food,150,0,0,0,0,0,0,0,0,0,0,0
SP's NonVeg,https://www.zomato.com/pune/sps-nonveg-hadapsar,Hadapsar,2.9,Maharashtrian,400,0,0,0,0,0,0,0,0,0,0,0
Rangda Punjab,https://www.zomato.com/pune/rangda-punjab-khadki,Khadki,2.8,"North Indian, Chinese",600,0,0,0,0,0,0,0,0,0,0,0
Khushboo Snacks,https://www.zomato.com/pune/khushboo-snacks-kothrud,Kothrud,3.4,"Street Food, Maharashtrian",400,0,0,1,0,0,0,0,0,0,0,0
Shree Sharda,https://www.zomato.com/pune/shree-sharda-vishrantwadi,Vishrantwadi,0,"Chinese, North Indian",450,0,0,0,0,0,0,0,0,0,0,0
Kalpana,https://www.zomato.com/pune/kalpana-parvati,Parvati,3.3,"Chinese, Street Food",250,0,0,1,0,0,0,0,0,0,0,0
Hotel Rajmudra,https://www.zomato.com/pune/hotel-rajmudra-kharadi,Kharadi,0,"North Indian, Chinese",400,0,0,0,0,0,0,0,0,0,0,0
Chai It,https://www.zomato.com/pune/chai-it-baner,Baner,3.7,"Fast Food, Beverages",500,0,0,0,0,0,0,0,0,0,0,0
Hotel Suvarna,https://www.zomato.com/pune/hotel-suvarna-bt-kawade-road,B.T. Kawade Road,3.2,"Chinese, North Indian",500,0,0,0,0,0,0,0,0,0,0,0
Minus 301 Degrees F,https://www.zomato.com/pune/minus-301-degrees-f-baner,Baner,3.8,"Ice Cream, Desserts",250,0,0,0,0,0,0,0,0,0,0,0
Shama Bhosle's Lazeez Biryani,https://www.zomato.com/pune/shama-bhosles-lazeez-biryani-sadashiv-peth,Sadashiv Peth,0,"Biryani, Maharashtrian",400,0,0,0,0,0,0,0,0,0,0,0
Gandharv Resto Bar,https://www.zomato.com/pune/gandharv-resto-bar-hadapsar,Hadapsar,0,"North Indian, Chinese",1000,0,0,0,0,0,0,0,0,0,0,0
Mayuresh Dining Hall,https://www.zomato.com/pune/mayuresh-dining-hall-kothrud,Kothrud,3.4,"Gujarati, North Indian",400,0,0,1,0,0,0,0,0,0,0,0
Sangram,https://www.zomato.com/pune/sangram-hadapsar,Hadapsar,2.9,"Chinese, North Indian",900,0,0,0,0,0,0,0,0,0,0,0
Hotel New Vishwavilas,https://www.zomato.com/pune/hotel-new-vishwavilas-chinchwad,Chinchwad,3.4,"North Indian, Chinese, Biryani",800,0,0,0,0,0,0,0,0,0,0,0
Hotel Rachana,https://www.zomato.com/pune/hotel-rachana-shivaji-nagar,Shivaji Nagar,0,"North Indian, Chinese",800,0,0,0,0,0,0,0,0,0,0,0
El Cafe Amigos,https://www.zomato.com/pune/el-cafe-amigos-dhankawadi,Dhankawadi,3.6,Fast Food,400,0,0,0,0,0,0,0,0,0,0,0
Hindustan Bakery,https://www.zomato.com/pune/hindustan-bakery-karve-nagar,Karve Nagar,3.3,Bakery,100,0,0,1,0,0,0,0,0,0,0,1
Shree Maharaja,https://www.zomato.com/pune/shree-maharaja-wanowrie,Wanowrie,3.9,South Indian,200,0,0,1,0,0,0,0,0,0,0,0
Night Cafe,https://www.zomato.com/pune/night-cafe-pimple-saudagar,Pimple Saudagar,3.4,"Cafe, Fast Food, Burger, Sandwich, Desserts, Beverages",,0,0,0,0,0,0,0,0,0,0,0
Malwani Thaat,https://www.zomato.com/pune/malwani-thaat-lonavala,Lonavala,3.7,"North Indian, Malwani, Chinese",550,0,0,0,0,0,0,0,0,0,0,0
Avenue Restaurant and Bar,https://www.zomato.com/pune/avenue-restaurant-and-bar-fc-road,FC Road,3.2,"North Indian, Chinese",1500,0,0,0,0,0,1,0,0,0,0,0
Paramount Ice Cream,https://www.zomato.com/pune/paramount-ice-cream-baner,Baner,4.1,"Ice Cream, Beverages",200,0,0,1,0,0,0,0,0,0,0,0
The Veg Eatarian,https://www.zomato.com/pune/the-veg-eatarian-satara-road,Satara Road,3.6,"North Indian, Italian, Continental",1000,0,0,0,0,0,0,0,0,0,0,0
Surya Family Restaurant,https://www.zomato.com/pune/surya-family-restaurant-bhosari,Bhosari,3.3,"North Indian, Mughlai, Chinese, Seafood, Italian",1000,0,0,0,0,0,0,0,0,0,0,0
Cafe Bollywood,https://www.zomato.com/pune/cafe-bollywood-chinchwad,Chinchwad,2.4,"Fast Food, Chinese, South Indian",300,0,0,1,0,0,0,0,0,0,0,0
S.L.J. Bangalore Iyangar's Bakery,https://www.zomato.com/pune/s-l-j-bangalore-iyangars-bakery-pimple-saudagar,Pimple Saudagar,3.8,"Bakery, Desserts, Fast Food",300,0,0,1,0,0,0,0,0,0,0,0
Green Lounge,https://www.zomato.com/pune/green-lounge-pashan,Pashan,3.7,"North Indian, Chinese, Seafood, Mughlai",800,0,1,0,0,0,0,0,0,0,0,0
Raiba,https://www.zomato.com/pune/raiba-rasta-peth,Rasta Peth,3.4,"Maharashtrian, North Indian, Biryani",400,0,0,0,0,0,0,0,0,0,0,0
Bhavnagari Sweets,https://www.zomato.com/pune/bhavnagari-sweets-rasta-peth,Rasta Peth,3.3,Mithai,100,0,0,0,0,0,0,0,0,0,0,0
Gourmade With Love,https://www.zomato.com/pune/gourmade-with-love-camp-area,Camp Area,3.6,Healthy Food,,0,0,0,0,0,0,0,0,0,0,0
Celebration - Mercure,https://www.zomato.com/pune/celebration-mercure-lavasa,Lavasa,3.9,"North Indian, Chinese, Continental",1700,0,0,0,0,0,0,1,0,0,0,0
Model Café,https://www.zomato.com/pune/model-café-model-colony,Model Colony,2.6,"Cafe, Italian, Fast Food",500,0,0,0,0,0,0,0,0,0,0,0
Mags Sports Lounge,https://www.zomato.com/pune/mags-sports-lounge-baner,Baner,3.5,"North Indian, Chinese, Thai",1000,0,0,0,0,0,0,0,0,0,0,0
Tapri,https://www.zomato.com/pune/tapri-lavale,Lavale,3.3,"North Indian, Chinese, Fast Food",300,0,0,0,0,0,0,0,0,0,0,0
Hotel Sonam,https://www.zomato.com/pune/hotel-sonam-hinjawadi,Hinjawadi,3.6,"South Indian, Fast Food, North Indian",450,0,0,1,0,0,0,0,0,0,0,0
Srushti,https://www.zomato.com/pune/srushti-satara-road,Satara Road,0,"North Indian, Chinese",600,0,0,0,0,0,0,0,0,0,0,0
Sugran Swayampakghar,https://www.zomato.com/pune/sugran-swayampakghar-bibvewadi,Bibvewadi,3.4,Maharashtrian,200,0,0,1,0,0,0,0,0,0,0,0
Katraj Junction,https://www.zomato.com/pune/katraj-junction-katraj,Katraj,3.1,"North Indian, Chinese",1000,0,0,0,0,0,0,0,0,0,0,0
MEAL 40,https://www.zomato.com/pune/meal-40-wadgaon-sheri,Wadgaon Sheri,3.5,"North Indian, Chinese, Fast Food, Biryani, Beverages",700,0,0,0,0,0,0,0,0,0,0,0
Shaurya Hotel,https://www.zomato.com/pune/shaurya-hotel-bhosari,Bhosari,0,"North Indian, Chinese",400,0,0,0,0,0,0,0,0,0,0,0
Amrale Misal,https://www.zomato.com/pune/amrale-misal-mulshi,Mulshi Road,3.4,"Fast Food, Maharashtrian",100,0,0,1,0,0,0,0,0,0,0,0
Red Chillies Resto Bar,https://www.zomato.com/pune/red-chillies-resto-bar-camp-area,Camp Area,3.3,"North Indian, Chinese",700,0,0,0,0,0,0,0,0,0,0,0
Tatyo,https://www.zomato.com/pune/tatyo-deccan-gymkhana,Deccan Gymkhana,3.3,"Street Food, Maharashtrian, South Indian",200,0,0,1,0,0,0,0,0,0,0,1
Hotel Shree B,https://www.zomato.com/pune/hotel-shree-b-nigdi,Nigdi,3.3,"North Indian, South Indian",1000,0,0,0,0,0,0,0,0,0,0,0
Barbeque Garage,https://www.zomato.com/pune/barbeque-garage-viman-nagar,Viman Nagar,3.4,"North Indian, Chinese, BBQ",400,0,0,0,0,0,0,0,0,0,0,0
Portico Family Restaurant,https://www.zomato.com/pune/portico-family-restaurant-chinchwad,Chinchwad,3.5,"North Indian, Chinese, Seafood, South Indian",700,0,0,0,0,0,0,0,0,1,0,0
Hotel Sawai Sarja,https://www.zomato.com/pune/hotel-sawai-sarja-pune-solapur-road,Pune-Solapur Road,0,"North Indian, Chinese",400,0,0,0,0,0,0,0,0,0,0,0
House of Hungers,https://www.zomato.com/pune/house-of-hungers-bhosari,Bhosari,3.2,Fast Food,350,0,0,0,0,0,0,0,0,0,0,0
Shree Radhakrishna,https://www.zomato.com/pune/shree-radhakrishna-pimpri,Pimpri,3.5,"North Indian, Fast Food, Chinese, Ice Cream, Beverages",600,0,0,1,0,0,0,0,0,0,0,0
Smoky Sports Lounge,https://www.zomato.com/pune/smoky-sports-lounge-akurdi,Akurdi,0,"North Indian, Chinese",1300,0,0,0,0,0,0,0,0,0,0,0
Taste Destination,https://www.zomato.com/pune/taste-destination-aundh,Aundh,3.4,"North Indian, Chinese, Maharashtrian",800,0,0,0,0,0,0,0,0,0,0,0
Dilli 6 se MH 12,https://www.zomato.com/pune/dilli-6-se-mh-12-hadapsar,Hadapsar,3.3,North Indian,300,0,0,1,0,0,0,0,0,0,0,0
Radhakrishna Veg Non-Veg,https://www.zomato.com/pune/radhika-veg-non-veg-hadapsar,Hadapsar,3.2,North Indian,500,0,0,0,0,0,0,0,0,0,0,0
Go Dabbas,https://www.zomato.com/pune/go-dabbas-1-baner,SB Road - Aundh,3.5,North Indian,,0,0,0,0,0,0,0,0,0,0,0
Bakes By RJ,https://www.zomato.com/pune/bakes-by-rj-baner,Baner,3.5,Bakery,400,0,0,1,0,0,0,0,0,0,0,1
Duchess,https://www.zomato.com/pune/duchess-lonavala,Lonavala,3.3,"American, North Indian, Italian, Chinese",1700,0,0,0,0,0,0,0,0,0,0,0
Prathamesh Hotel,https://www.zomato.com/pune/prathamesh-hotel-ravet,Ravet,3.5,"North Indian, Chinese, Maharashtrian",500,0,0,0,0,0,0,0,0,0,0,0
Pizza Point,https://www.zomato.com/pune/pizza-point-hadapsar,Hadapsar,3.3,"Pizza, Fast Food",350,0,0,1,0,0,0,0,0,0,0,0
The Dark Horse,https://www.zomato.com/pune/the-dark-horse-koregaon-park,Koregaon Park,3.5,"North Indian, Italian",1400,0,0,0,0,0,0,0,0,0,0,0
Tejas Dhaba,https://www.zomato.com/pune/tejas-dhaba-lonavala,Lonavala,3,"North Indian, Chinese, Mughlai, Seafood, Desserts, Beverages",900,0,0,0,0,0,0,0,0,0,0,0
Mantraa,https://www.zomato.com/pune/mantraa-wakad,Wakad,2.7,"North Indian, Chinese",1000,0,0,0,0,0,0,0,0,0,0,0
Suraj Dhaba,https://www.zomato.com/pune/suraj-dhaba-old-mumbai-pune-highway,Old Mumbai-Pune Highway,3.2,"North Indian, Chinese, Seafood",600,0,0,0,0,0,0,0,0,0,0,0
Dhaba Collage,https://www.zomato.com/pune/dhaba-collage-lonavala,Lonavala,3.6,"North Indian, Chinese, Mughlai",900,0,0,0,0,0,0,0,0,0,0,0
Jai Malhar Dhaba,https://www.zomato.com/pune/jai-malhar-dhaba-old-mumbai-pune-highway,Old Mumbai-Pune Highway,3.1,"North Indian, Chinese",600,0,0,0,0,0,0,0,0,0,0,0
Hotel Rajdhani,https://www.zomato.com/pune/hotel-rajdhani-wagholi,Wagholi,3.2,"North Indian, Chinese",500,0,0,0,0,0,0,0,0,0,0,0
Hotel Ranjatra,https://www.zomato.com/pune/hotel-ranjatra-wagholi,Wagholi,3.1,North Indian,250,0,0,0,0,0,0,0,0,0,0,0
Tasty Bites,https://www.zomato.com/pune/tasty-bites-jm-road,JM Road,3,"Maharashtrian, Fast Food",250,0,0,1,0,0,0,0,0,0,0,0
Metro Cafe,https://www.zomato.com/pune/metro-cafe-katraj,Katraj,3.7,"Fast Food, Sandwich",300,0,0,0,0,0,0,0,0,0,0,0
Cookie Czar,https://www.zomato.com/pune/cookie-czar-baner,Baner,0,Bakery,100,0,0,0,0,0,0,0,0,0,0,0
Anjali Tiffin Services,https://www.zomato.com/pune/anjali-tiffin-services-bibvewadi,Wanowrie Kondhwa Area,3.2,Maharashtrian,,0,0,1,0,0,0,0,0,0,0,0
Kalash,https://www.zomato.com/pune/kalash-kondhwa,Kondhwa,3.5,"North Indian, Chinese, South Indian, Sandwich, Beverages",600,0,0,1,0,0,0,0,0,0,0,0
Ganesh Bhawan,https://www.zomato.com/pune/ganesh-bhawan-bt-kawade-road,B.T. Kawade Road,3.4,"Mithai, Street Food",100,0,0,1,0,0,0,0,0,0,0,0
Meets Place Snacks and Coffee Bar,https://www.zomato.com/pune/meets-place-snacks-and-coffee-bar-wakad,Wakad,2.7,"Street Food, Fast Food, Beverages",150,0,0,0,0,0,0,0,0,0,0,0
A Loaf Story,https://www.zomato.com/pune/a-loaf-story-nigdi,Nigdi,3.8,"Cafe, Pizza, Fast Food, Sandwich, Beverages",400,0,0,0,0,0,0,0,0,0,0,0
Royal Court,https://www.zomato.com/pune/royal-court-dhanori,Dhanori,3.1,"Chinese, North Indian",400,0,0,0,0,0,0,0,0,0,0,0
Royal Court,https://www.zomato.com/pune/royal-court-dhanori,Dhanori,3.1,"Chinese, North Indian",400,0,0,0,0,0,0,0,0,0,0,0
Lai Bhari Kolhapuri,https://www.zomato.com/pune/lai-bhari-kolhapuri-sinhgad-road,Sinhgad Road,3.1,"Chinese, North Indian",350,0,0,1,0,0,0,0,0,0,0,0
Hotel Nisarg,https://www.zomato.com/pune/hotel-nisarg-pimpri,Pimpri,3.1,"North Indian, Maharashtrian",500,0,0,0,0,0,0,0,0,0,0,0
Sohail Machhli Lunch Home,https://www.zomato.com/pune/sohail-machhli-lunch-home-lonavala,Lonavala,3.6,"Chinese, Seafood, North Indian",700,0,0,0,0,0,0,1,0,0,0,0
Grab A Bowl,https://www.zomato.com/pune/grab-a-bowl-viman-nagar,Viman Nagar,3.2,"Bengali, Burger, American, Pizza, Goan, North Indian, Salad, Asian",,0,0,0,0,0,0,0,0,0,0,0
Pakwan Sweets And Namkeen,https://www.zomato.com/pune/pakwan-sweets-and-namkeen-pimple-saudagar,Pimple Saudagar,3.8,Mithai,100,0,0,1,0,0,0,0,0,0,0,1
The Bake House,https://www.zomato.com/pune/the-bake-house-1-kothrud,Kothrud Area,0,"Bakery, Desserts",300,0,0,0,0,0,0,0,0,0,0,0
Naivedya Restaurant,https://www.zomato.com/pune/naivedya-restaurant-shivapur,Shivapur,3.1,"Gujarati, North Indian",400,0,0,1,0,0,0,0,0,0,0,0
Candle Hut,https://www.zomato.com/pune/candle-hut-mundhwa,Mundhwa,3.3,"North Indian, Chinese, Continental",1200,0,0,0,0,0,0,0,0,0,0,0
Himalaya Momo,https://www.zomato.com/himalaya-momo-food-truck,KP and Kalyani,3.9,"Chinese, Momos",100,0,0,0,0,0,0,0,0,0,0,0
Darjeeling Momo's and Chinese,https://www.zomato.com/pune/darjeeling-momos-and-chinese-mundhwa,Mundhwa,3.4,"Chinese, North Indian",400,0,0,0,0,0,0,0,0,0,0,0
Tarriii Misal House,https://www.zomato.com/pune/tarriii-misal-house-pimpri,Pimpri,3.8,Street Food,150,0,0,1,0,0,0,0,0,0,0,0
Swaraj,https://www.zomato.com/pune/swaraj-hinjawadi,Hinjawadi,3.3,"Fast Food, Beverages",200,0,0,1,0,0,0,0,0,0,0,0
Chai Shai,https://www.zomato.com/pune/chai-shai-hinjawadi,Hinjawadi,3.4,"Fast Food, Beverages",200,0,0,0,0,0,0,0,0,0,1,0
Vandana,https://www.zomato.com/pune/vandana-hadapsar,Hadapsar,2.9,"Chinese, South Indian, Street Food, North Indian",450,0,0,1,0,0,0,0,0,0,0,0
Hotel Famous,https://www.zomato.com/pune/hotel-famous-pimpri,Pimpri,3.2,"Chinese, North Indian",,0,0,0,0,0,0,0,0,0,0,0
Punjabi Darbar,https://www.zomato.com/pune/punjabi-darbar-hadapsar,Hadapsar,2.9,"North Indian, Chinese, Mughlai",550,0,0,0,0,0,0,0,0,0,0,0
Rohit Coffee Corner,https://www.zomato.com/pune/rohit-coffee-corner-1-sadashiv-peth,Sadashiv Peth,4,Beverages,150,0,0,1,0,0,0,0,0,0,0,0
