,user_id,index,loc,sponsor,votes,rating,charge,cuisine,alcohol,veg,vegan,sugarfree,buff
3396,83,6813,Kharadi,Quick Bites,11,3.3,300,"Wraps, North Indian, Biryani",0,0,0,0,0
11051,83,1663,Chinchwad,Quick Bites,102,4.0,450,"North Indian, Maharashtrian",0,0,0,0,0
11764,83,10535,Pashan,Quick Bites,4,3.0,450,"North Indian, Chinese",0,0,0,0,0
718,83,11100,Shukrawar Peth,Quick Bites,0,0.0,200,"North Indian, South Indian, Chinese, Fast Food",0,1,0,0,0
5383,83,2853,Wanowrie Kondhwa Area,Food Truck,193,4.1,500,"Thai, Chinese",0,0,0,0,0
1478,83,3523,Hadapsar,Quick Bites,4,3.0,700,"Biryani, North Indian, Chinese",0,0,0,0,0
4958,83,1361,Shukrawar Peth,Quick Bites,9,3.4,100,Street Food,0,1,0,0,0
5363,83,8575,Viman Nagar,"Takeaway, Delivery",22,3.4,0,"Chinese, North Indian, Street Food",0,0,0,0,0
3964,83,1552,Sinhgad Road,Quick Bites,32,3.5,350,"Italian, Fast Food",0,1,0,0,0
5352,83,5769,Erandwane,Quick Bites,8,3.3,200,Street Food,0,0,0,0,0
8781,83,7189,Pimple Saudagar,"Dessert Parlor, Café",13,3.5,300,"Desserts, Cafe",0,0,0,0,0
3467,83,7938,Katraj,Quick Bites,11,3.2,600,"North Indian, Chinese, Kebab",0,0,0,0,0
15745,83,7491,Magarpatta,Takeaway,0,0.0,0,Bakery,0,0,0,0,0
15791,83,4025,Khadki,Quick Bites,130,3.7,350,Chinese,0,0,0,0,0
12860,83,1541,JM Road,Quick Bites,231,3.7,450,"Chinese, South Indian, Fast Food",0,1,0,0,0
5059,83,734,Hinjawadi,Quick Bites,110,3.9,500,"Kerala, Seafood",0,0,0,0,0
9980,83,12153,Wadgaon Sheri,Delivery,0,0.0,0,"Chinese, North Indian",0,0,0,0,0
7263,83,986,Viman Nagar,"Casual Dining, Café",126,4.1,700,"European, Asian, Cafe",0,0,0,0,0
13616,83,10532,Magarpatta,Casual Dining,0,0.0,1000,"North Indian, Chinese",0,1,0,0,0
9984,83,4460,Mulshi Road,Quick Bites,19,3.3,600,"North Indian, Biryani",0,0,0,0,0
6395,83,11569,Kondhwa,Bakery,0,0.0,250,"Bakery, Fast Food",0,0,0,0,0
7928,83,4115,Pashan,Quick Bites,10,3.3,250,South Indian,0,0,0,0,0
6920,83,5497,Budhwar Peth,Bar,4,2.9,800,"North Indian, Chinese, Mughlai",0,0,0,0,0
7346,83,5502,Shukrawar Peth,"Casual Dining, Bar",0,0.0,1100,"Chinese, Seafood, Kebab, North Indian",0,0,0,0,0
1131,83,4362,Wakad,Quick Bites,25,3.7,600,"North Indian, Maharashtrian",0,0,0,0,0
2210,83,7889,Pimple Saudagar,"Takeaway, Delivery",0,0.0,0,Maharashtrian,0,0,0,0,0
13544,83,7153,Kothrud,Quick Bites,4,3.0,300,"North Indian, Street Food, Chinese, Fast Food, Beverages",0,0,0,0,0
10439,83,2342,Wagholi,Quick Bites,72,3.6,400,Fast Food,0,0,0,0,0
4404,83,9600,Bavdhan,Quick Bites,37,3.4,400,"Fast Food, Chinese",0,0,0,0,0
2242,83,164,Law College Road,Casual Dining,941,4.4,1200,"Seafood, Goan, Malwani, Maharashtrian",0,0,0,0,0
10308,83,7081,Pimpri,Quick Bites,4,2.9,400,"North Indian, Maharashtrian, Chinese",0,0,0,0,0
10299,83,10102,Khadki,Café,0,0.0,250,Cafe,0,0,0,0,0
1922,83,5611,Wakad,Quick Bites,4,3.0,150,"North Indian, Chinese",0,0,0,0,0
16235,83,1524,Hadapsar,Casual Dining,83,4.0,2400,"Maharashtrian, North Indian",0,0,0,0,1
6411,83,8806,Akurdi,Casual Dining,13,2.9,300,"Chinese, North Indian",0,0,0,0,0
6501,83,12163,Wadgaon Sheri,Delivery,0,0.0,0,"Pizza, Fast Food, Desserts",0,0,0,0,0
10070,83,5651,Pimpri,Quick Bites,0,0.0,100,"Fast Food, Maharashtrian, North Indian",0,0,0,0,0
1109,83,8446,Kothrud,Quick Bites,5,3.0,450,"North Indian, South Indian",0,0,0,0,0
13792,83,9723,Lonavala,Quick Bites,0,0.0,350,Chinese,0,0,0,0,0
13836,83,3509,Baner,"Takeaway, Delivery",0,0.0,0,North Indian,0,0,0,0,0
16318,83,7280,Shukrawar Peth,Quick Bites,0,0.0,200,Biryani,0,0,0,0,0
13841,83,8431,Viman Nagar,Quick Bites,7,2.8,400,"Pizza, Burger, Fast Food",0,0,0,0,0
16316,83,3542,Kothrud,Beverage Shop,9,3.2,150,"Beverages, Desserts",0,0,0,0,0
7045,83,7377,Sinhgad Road,"Takeaway, Delivery",7,2.9,0,Biryani,0,0,0,0,0
13998,83,3895,Wagholi,Café,11,3.4,400,"Cafe, Fast Food",0,0,0,0,0
10060,83,7556,Pimple Saudagar,Quick Bites,0,0.0,300,Fast Food,0,0,0,0,0
6547,83,6127,Pimple Saudagar,Quick Bites,17,3.4,150,Street Food,0,0,0,0,0
6976,83,3382,Camp Area,Delivery,0,0.0,0,"Biryani, Kebab",0,0,0,0,0
1911,83,104,FC Road,"Bar, Casual Dining",3476,4.3,1300,"Bar Food, North Indian, Italian, Continental",0,0,0,0,0
7152,83,11650,Narhe,Quick Bites,11,3.3,250,Fast Food,0,0,0,0,0
10099,83,6896,Pimpri,Quick Bites,0,0.0,400,"Hyderabadi, North Indian",0,0,0,0,0
13649,83,11663,Lonavala,Casual Dining,65,3.8,2000,"Continental, Chinese, North Indian",0,0,0,0,1
7036,83,826,Karve Nagar,Quick Bites,242,3.8,450,"Rajasthani, North Indian, Chinese",0,0,0,0,0
6859,83,8525,Pimpri,Quick Bites,12,3.1,150,North Indian,0,0,0,0,0
2248,83,10340,Kondhwa,Café,0,0.0,400,"Fast Food, Cafe",0,0,0,0,0
7736,83,8163,Dange Chowk,"Takeaway, Delivery",0,0.0,0,"North Indian, Chinese",0,0,0,0,0
4392,83,6437,Pimple Saudagar,Beverage Shop,11,3.2,100,Juices,0,0,0,0,0
7756,83,7105,Bavdhan,Casual Dining,12,3.2,900,"North Indian, Malwani, Chinese",0,0,0,0,0
6080,83,11631,Pimple Gurav,"Takeaway, Delivery",0,0.0,0,Chinese,0,0,0,0,0
1019,83,11205,Parvati,Quick Bites,0,0.0,300,"Fast Food, Maharashtrian",0,1,0,0,0
6763,83,8497,Wakad,Quick Bites,0,0.0,500,"Chinese, North Indian, Biryani",0,0,0,0,0
4366,83,2594,Kharadi,Casual Dining,387,3.9,500,"Bengali, Chinese, North Indian",0,0,0,0,0
2405,83,4437,Kalyani Nagar,Quick Bites,32,3.5,150,Street Food,0,1,0,0,0
15131,83,4036,Hinjawadi,"Casual Dining, Bar",66,3.7,850,"North Indian, Chinese",0,0,0,0,0
10568,83,6870,Bhosari,Quick Bites,0,0.0,100,Street Food,0,0,0,0,0
7896,83,251,Kharadi,"Bar, Casual Dining",175,3.9,1300,"Italian, Mexican, Chinese, North Indian, Desserts",0,0,0,0,0
10576,83,11138,Pimpri,Casual Dining,14,3.3,350,"North Indian, Chinese",0,0,0,0,0
12927,83,174,JM Road,"Lounge, Casual Dining",156,3.6,1400,"North Indian, Continental, Asian, Mughlai",0,0,0,0,0
16129,83,4937,Wadgaon Sheri,Delivery,12,3.6,0,"American, European",0,0,0,0,0
2604,83,10892,Sinhgad Road,Bakery,0,0.0,400,"Bakery, Desserts",0,0,0,0,0
6765,83,8298,Lonavala,Kiosk,0,0.0,150,Street Food,0,1,0,0,0
6805,83,768,Tilak Road,Quick Bites,257,4.1,200,"Maharashtrian, South Indian, Fast Food",0,1,0,0,0
13181,83,11137,Wadgaon Sheri,Quick Bites,0,0.0,200,"Fast Food, Street Food, North Indian",0,1,0,0,0
1082,83,6221,Hadapsar,Casual Dining,5,3.0,400,"North Indian, Chinese",0,1,0,0,0
14219,83,362,Kharadi,Quick Bites,33,3.5,200,North Indian,0,0,0,0,0
6304,83,2741,Kothrud,Dessert Parlor,426,4.2,200,"Ice Cream, Beverages",0,1,0,1,0
4699,83,9299,Pimple Gurav,Casual Dining,72,3.5,500,"North Indian, Chinese",0,0,0,0,0
13438,83,8783,Wagholi,Dessert Parlor,9,3.2,350,Desserts,0,0,0,0,0
16420,83,772,Viman Nagar,Dessert Parlor,0,0.0,150,Ice Cream,0,1,0,0,0
6242,83,299,Bavdhan,"Takeaway, Delivery",0,0.0,0,"North Indian, Fast Food, Asian",0,0,0,0,0
1043,83,6990,Dhole Patil Road,Quick Bites,0,0.0,100,North Indian,0,0,0,0,0
7429,83,9820,Nigdi,Delivery,0,0.0,0,Fast Food,0,0,0,0,0
14158,83,9976,Aundh,Quick Bites,0,0.0,200,Street Food,0,0,0,0,0
13352,83,11929,FC Road,Quick Bites,44,3.8,300,"Street Food, Chinese",0,0,0,0,0
10251,83,9042,Hadapsar,Quick Bites,0,0.0,150,Street Food,0,1,0,0,0
6749,83,6579,Pimple Nilakh,Casual Dining,37,3.3,500,Chinese,0,0,0,0,0
14180,83,3446,Chinchwad,Quick Bites,49,3.8,250,South Indian,0,1,0,0,0
15150,83,8230,Kondhwa,Casual Dining,0,0.0,600,"Maharashtrian, North Indian",0,0,0,0,0
10532,83,3358,Viman Nagar,Quick Bites,0,0.0,350,"North Indian, Chinese, South Indian",0,0,0,0,0
38,83,3201,Wadgaon Sheri,Delivery,0,0.0,0,"Pizza, Fast Food",0,0,0,0,0
4482,84,8082,"Magarpatta, Pune Sholapur Rd",Delivery,0,0.0,0,Beverages,0,0,0,0,0
3796,84,856,Wanowrie,"Bakery, Quick Bites",191,4.1,650,"Bakery, Desserts, Fast Food, Beverages",0,0,0,0,0
11249,84,5828,Pimpri,Casual Dining,0,0.0,800,"North Indian, Chinese",0,0,0,0,0
1211,84,6567,Shukrawar Peth,Quick Bites,19,3.5,400,"North Indian, Biryani",0,0,0,0,0
3902,84,2347,Wanowrie,Quick Bites,41,3.5,500,"North Indian, Chinese, Fast Food",0,0,0,0,0
10669,84,9397,Wakad,Quick Bites,230,2.2,550,"South Indian, North Indian",0,0,0,0,0
4205,84,4393,Narhe,Casual Dining,26,3.5,500,"North Indian, South Indian, Chinese, Beverages",0,1,0,0,0
4367,84,9593,Dange Chowk,Casual Dining,208,3.4,650,"North Indian, Mughlai, Chinese, Seafood",0,0,0,0,0
4142,84,8297,Wadgaon Sheri,Delivery,0,0.0,0,"Fast Food, Continental",0,0,0,0,0
4394,84,5841,Pimpri Chinchwad Area,Food Truck,0,0.0,300,Chinese,0,0,0,0,0
4133,84,6038,Narhe,Quick Bites,0,0.0,250,"Fast Food, South Indian, Street Food",0,1,0,0,0
10497,84,1318,Erandwane,Casual Dining,26,4.2,1000,"Mexican, Beverages",0,0,0,0,0
1281,84,4699,Kothrud,Quick Bites,30,3.4,200,"Cafe, Fast Food, Mexican",0,0,0,0,0
10898,84,7355,Balewadi,Quick Bites,6,2.9,200,South Indian,0,1,0,0,0
10934,84,11039,Pimple Saudagar,Quick Bites,24,3.5,450,"North Indian, Chinese",0,0,0,0,0
4041,84,3069,Karve Nagar,Quick Bites,0,0.0,100,South Indian,0,0,0,0,0
15001,84,6619,Sinhgad Road,Quick Bites,9,2.8,500,"Chinese, Biryani",0,0,0,0,0
19053,84,967,Wakad,"Beverage Shop, Quick Bites",12,3.3,400,"Beverages, Fast Food, Desserts",0,0,0,0,0
19147,84,8588,Baner,Casual Dining,0,0.0,600,"North Indian, South Indian, Chinese, Maharashtrian",0,0,0,0,0
10328,84,6700,Magarpatta,Café,74,3.8,300,Cafe,0,0,0,0,0
15206,84,5062,Wagholi,Quick Bites,14,3.3,300,"Biryani, Chinese, North Indian",0,0,0,0,0
19156,84,7144,Hinjawadi,Quick Bites,0,0.0,300,North Indian,0,0,0,0,0
10320,84,11558,Sadashiv Peth,Quick Bites,0,0.0,400,Italian,0,0,0,0,0
11162,84,10414,Dange Chowk,Kiosk,0,0.0,150,South Indian,0,1,0,0,0
16783,84,4496,Kharadi,Quick Bites,16,3.2,400,"North Indian, South Indian, Fast Food",0,1,0,0,0
3930,84,2865,Senapati Bapat Road,Casual Dining,31,3.7,600,"Fast Food, North Indian, Maharashtrian, Chinese",0,0,0,0,0
3837,84,10957,SB Road - Aundh,Food Truck,5,3.1,200,"Fast Food, Beverages",0,0,0,0,0
10696,84,41,Koregaon Park,"Casual Dining, Café",4715,4.2,1100,"German, Italian, Cafe",0,0,0,0,1
19999,84,474,NIBM Road,Quick Bites,96,3.9,350,"Street Food, Sandwich, South Indian, North Indian, Beverages",0,0,0,0,0
3734,84,12034,Katraj,Quick Bites,30,2.8,300,"Fast Food, South Indian, North Indian",0,1,0,0,0
17096,84,11464,Shivaji Nagar,Quick Bites,0,0.0,150,"Sandwich, Street Food",0,0,0,0,0
19611,84,12112,Viman Nagar,Beverage Shop,0,0.0,300,Beverages,0,1,0,0,0
13344,84,6240,Kothrud,Quick Bites,15,3.3,400,Seafood,0,0,0,0,0
13274,84,2559,Hinjawadi,Quick Bites,329,3.5,500,"Biryani, Chinese",0,0,0,0,0
2349,84,6113,Wagholi,Quick Bites,11,3.2,300,"North Indian, Chinese",0,0,0,0,0
19486,84,11604,Pimpri,"Takeaway, Delivery",0,0.0,0,North Indian,0,0,0,0,0
1770,84,8513,NIBM Road,Food Court,0,0.0,200,"Momos, Sandwich",0,0,0,0,0
2473,84,10248,Lonavala,Casual Dining,0,0.0,600,"Biryani, North Indian, Mughlai",0,0,0,0,0
13033,84,812,Wadgaon Sheri,"Takeaway, Delivery",0,0.0,0,Street Food,0,0,0,0,0
12991,84,11145,Bibvewadi,Quick Bites,5,3.2,200,Street Food,0,0,0,0,0
1731,84,1026,Katraj,Quick Bites,39,3.7,250,Fast Food,0,1,0,0,0
1723,84,351,Aundh,Casual,549,4.0,0,"Mughlai, North Indian, Kebab, Biryani",0,0,0,0,0
16905,84,6922,Katraj,Delivery,0,0.0,0,"Arabian, North Indian, Rolls",0,0,0,0,0
1715,84,3364,Kothrud,Quick Bites,0,0.0,300,Chinese,0,0,0,0,0
19437,84,4836,Hadapsar,Delivery,4,3.0,0,"Lebanese, Kebab",0,0,0,0,0
13454,84,4110,Katraj,Quick Bites,13,3.3,300,Fast Food,0,1,0,0,0
2729,84,3294,Bund Garden Road,Casual Dining,42,3.7,600,"North Indian, Chinese, Malwani, Seafood",0,0,0,0,0
14118,84,9525,Magarpatta,Quick Bites,0,0.0,150,Street Food,0,1,0,0,0
1849,84,2247,Satara Road,Casual Dining,136,3.8,600,"Chinese, North Indian, Seafood",0,0,0,0,0
13872,84,1423,Pune-Solapur Road,Casual Dining,19,3.3,700,"Maharashtrian, Chinese",0,0,0,0,0
2048,84,7382,Wakad,Delivery,0,0.0,0,"Burger, Fast Food",0,0,0,0,0
13862,84,8017,Ghorpadi,Delivery,0,0.0,0,"Mughlai, Chinese",0,0,0,0,0
13848,84,5533,Nigdi,Quick Bites,0,0.0,300,"South Indian, Chinese, Street Food",0,1,0,0,0
13847,84,4143,Hinjawadi,"Takeaway, Delivery",7,3.1,0,North Indian,0,0,0,0,0
13991,84,12039,Karve Nagar,Quick Bites,0,0.0,400,"Chinese, Kebab",0,0,0,0,0
16965,84,2470,Viman Nagar,"Takeaway, Delivery",21,2.6,0,"Burger, Fast Food, Biryani",0,0,0,0,0
13809,84,10407,Viman Nagar,Quick Bites,0,0.0,200,Fast Food,0,0,0,0,0
17033,84,1952,Viman Nagar,Quick Bites,0,0.0,150,South Indian,0,0,0,0,0
14019,84,3346,Wakad,Quick Bites,4,3.1,250,North Indian,0,1,0,0,0
13661,84,2874,Yerawada,Quick Bites,63,2.6,400,"Biryani, Chinese, North Indian",0,0,0,0,0
17046,84,551,Magarpatta,Food Court,22,3.7,600,Chinese,0,0,0,0,0
2135,84,9224,Rasta Peth,"Takeaway, Delivery",0,0.0,0,"Biryani, North Indian",0,0,0,0,0
17061,84,4736,Hadapsar,"Casual Dining, Bar",40,3.4,1300,"North Indian, Chinese, Fast Food",0,0,0,0,0
13563,84,6653,Kalyani Nagar,Quick Bites,0,0.0,200,"Fast Food, Juices",0,1,0,0,0
13514,84,2404,Katraj,"Takeaway, Delivery",0,0.0,0,"Chinese, Momos",0,0,0,0,0
19423,84,11120,KP and Kalyani,Delivery,7,3.2,0,Biryani,0,0,0,0,0
12698,84,504,Pimple Nilakh,Delivery,346,4.1,0,Fast Food,0,1,0,0,0
12547,84,6873,Viman Nagar,"Takeaway, Delivery",5,2.9,0,Healthy Food,0,0,0,0,0
3362,84,7408,Kothrud,Quick Bites,0,0.0,300,"Biryani, North Indian",0,0,0,0,0
3418,84,1375,Senapati Bapat Road,Food Court,242,3.9,500,"Biryani, Mughlai",0,0,0,0,0
17456,84,3884,Bibvewadi,Casual Dining,94,3.5,500,"North Indian, South Indian, Chinese, Fast Food, Street Food",0,1,0,0,0
1466,84,10845,Wagholi,Quick Bites,0,0.0,150,"Maharashtrian, South Indian",0,1,0,0,0
14697,84,10565,Chinchwad,Quick Bites,0,0.0,250,North Indian,0,0,0,0,0
17457,84,10096,Kharadi,Quick Bites,0,0.0,400,Chinese,0,0,0,0,0
3497,84,620,Kothrud,"Bar, Casual Dining",0,0.0,1300,"North Indian, Asian, Kebab, Seafood, Continental, Italian",0,0,0,0,0
3505,84,10963,Balewadi,Quick Bites,12,3.3,400,Fast Food,0,0,0,0,0
14747,84,1553,Kondhwa,Quick Bites,18,3.4,150,Street Food,0,0,0,0,0
11659,84,2180,Kharadi,Quick Bites,9,3.2,300,"Biryani, Mughlai",0,0,0,0,0
11506,84,5576,Sadashiv Peth,Delivery,0,0.0,0,"South Indian, North Indian, Chinese, Sandwich",0,0,0,0,0
3644,84,6605,Dhankawadi,Casual Dining,0,0.0,1000,"North Indian, Chinese, Seafood",0,0,0,0,0
3645,84,3032,Lohegaon,Quick Bites,117,3.9,450,"North Indian, Chinese",0,0,0,0,0
11468,84,4159,Hinjawadi,Quick Bites,16,2.7,100,Street Food,0,0,0,0,0
3719,84,9252,Hadapsar,Quick Bites,10,2.9,350,Chinese,0,0,0,0,0
3290,84,9285,Chandan Nagar,Quick Bites,0,0.0,300,Maharashtrian,0,0,0,0,0
17419,84,1006,Erandwane,Quick Bites,16,3.4,400,"Fast Food, Beverages, Sandwich",0,0,0,0,0
1563,84,3863,Wakad,Quick Bites,180,3.8,500,Maharashtrian,0,0,0,0,0
11972,84,3792,Kothrud,Quick Bites,33,3.2,500,"Maharashtrian, North Indian",0,0,0,0,0
17296,84,10228,Karve Nagar,Quick Bites,0,0.0,300,Maharashtrian,0,0,0,0,0
12523,84,9687,Wakad,Quick Bites,0,0.0,400,"North Indian, Mughlai, Chinese",0,0,0,0,0
19385,84,11201,Kothrud,Quick Bites,0,0.0,200,"North Indian, Street Food, Fast Food",0,1,0,0,0
17318,84,11805,Dhole Patil Road,Quick Bites,15,3.3,600,"North Indian, Chinese, Kerala",0,0,0,0,0
19649,84,502,Erandwane,Casual Dining,573,4.4,1200,"North Indian, European, Asian, Italian",0,1,0,0,0
12354,84,6320,Magarpatta,Beverage Shop,9,2.8,150,Juices,0,0,0,0,0
2989,84,4506,East Street,Casual Dining,392,3.9,950,"North Indian, Mughlai, Seafood, Chinese",0,0,0,0,0
11280,84,3940,Vishrantwadi,Quick Bites,11,3.3,400,"Biryani, North Indian",0,0,0,0,0
12261,84,5412,Akurdi,Quick Bites,8,3.0,300,Biryani,0,0,0,0,0
12218,84,1117,Kondhwa,Café,55,3.5,450,"Cafe, Fast Food, Desserts",0,0,0,0,0
12183,84,10968,Viman Nagar,Casual Dining,9,3.2,400,"North Indian, Modern Indian",0,0,0,0,0
3239,84,3441,Baner,Casual Dining,385,3.7,500,"North Indian, Chinese",0,0,0,0,0
17395,84,11739,Katraj,Dhaba,9,3.1,450,North Indian,0,0,0,0,0
3242,84,4448,Kothrud,Casual Dining,28,3.5,700,"North Indian, Chinese, Biryani",0,0,0,0,0
14525,84,5472,Bibvewadi,Quick Bites,47,3.5,200,Seafood,0,0,0,0,0
3244,84,10107,Wagholi,"Takeaway, Delivery",7,3.2,0,"North Indian, Maharashtrian",0,0,0,0,0
14482,84,11095,Wadgaon Sheri,Quick Bites,8,3.0,400,"Biryani, North Indian, Chinese",0,0,0,0,0
17411,84,8964,Pimple Gurav,Quick Bites,11,3.4,400,"Fast Food, Desserts",0,0,0,0,0
10133,84,8975,Hinjawadi,Casual Dining,13,2.9,350,"North Indian, Chinese",0,0,0,0,0
13909,84,5022,Sadashiv Peth,"Takeaway, Delivery",9,3.2,0,Maharashtrian,0,0,0,0,0
319,84,10624,Sus,Quick Bites,0,0.0,200,North Indian,0,0,0,0,0
5309,84,9467,Hadapsar,Quick Bites,0,0.0,500,"North Indian, Chinese",0,0,0,0,0
7721,84,3390,Bavdhan,Quick Bites,31,3.4,500,"North Indian, Chinese, Fast Food, Desserts",0,0,0,0,0
6156,84,4932,Dange Chowk,Quick Bites,6,3.1,100,"Healthy Food, Juices, Ice Cream",0,0,0,0,0
15718,84,6069,Narhe,Quick Bites,23,3.2,200,"North Indian, Maharashtrian",0,0,0,0,0
18849,84,324,Kharadi,"Casual Dining, Bar",391,4.4,1200,"American, Burger",0,0,0,0,0
18332,84,9936,JM Road,Quick Bites,0,0.0,150,"North Indian, Rolls",0,0,0,0,0
6179,84,7073,Kothrud,Beverage Shop,0,0.0,150,Beverages,0,0,0,0,0
5171,84,11544,Wanowrie,Delivery,0,0.0,0,North Indian,0,0,0,0,0
9004,84,673,Baner,Beverage Shop,86,4.2,200,Beverages,0,1,0,0,0
5131,84,11704,Pimpri,Quick Bites,18,3.1,400,Chinese,0,0,0,0,0
15654,84,209,Shivaji Nagar,Casual Dining,174,4.5,500,"North Indian, Maharashtrian, Rajasthani",0,1,0,0,0
5310,84,1346,Pune University,Casual Dining,491,3.9,1700,"North Indian, Chinese, Malwani, Kebab, Continental, Fast Food, Thai, Desserts",0,0,0,0,0
5120,84,5522,Katraj,Delivery,0,0.0,0,"Burger, Beverages",0,0,0,0,0
18351,84,10230,Pimple Nilakh,Takeaway,0,0.0,0,Maharashtrian,0,0,0,0,0
397,84,11562,Tilak Road,Bakery,0,0.0,300,Bakery,0,0,0,0,0
9054,84,3006,Pimpri,Quick Bites,22,3.5,400,"Chinese, North Indian",0,1,0,0,0
7519,84,9426,Yerawada,"Takeaway, Delivery",0,0.0,0,"North Indian, South Indian, Chinese",0,0,0,0,0
9085,84,11294,Lohegaon,"Takeaway, Delivery",28,2.8,0,Chinese,0,0,0,0,0
6272,84,382,Wakad,Café,119,3.9,300,"Cafe, Chinese, South Indian, North Indian",0,1,0,0,0
6277,84,9336,Sadashiv Peth,Takeaway,15,3.4,0,Fast Food,0,1,0,0,0
15597,84,8620,Hadapsar,Quick Bites,0,0.0,150,Fast Food,0,1,0,0,0
9243,84,1370,Kothrud,Café,44,3.9,500,"Cafe, Street Food",0,0,0,0,0
194,84,11310,Chakan,"Casual Dining, Bar",11,3.2,600,North Indian,0,0,0,0,0
183,84,5074,Narhe,"Takeaway, Delivery",33,3.6,0,"Biryani, Chinese",0,0,0,0,0
178,84,9685,Tilak Road,Casual Dining,0,0.0,800,"Maharashtrian, Fast Food",0,0,0,0,0
7571,84,6727,Senapati Bapat Road,Casual Dining,80,3.9,150,South Indian,0,1,0,0,0
7816,84,11217,Erandwane,Bakery,0,0.0,200,"Bakery, Ice Cream",0,0,0,0,0
6030,84,8992,Hadapsar,Casual Dining,5,3.1,500,"North Indian, Chinese, Malwani",0,0,0,0,0
5342,84,642,Wakad,Quick Bites,476,3.8,300,"North Indian, Fast Food",0,1,0,0,0
5779,84,2617,Bund Garden Road,Quick Bites,10,3.2,600,"Italian, Beverages",0,0,0,0,0
5737,84,4894,Sinhgad Road,Quick Bites,12,3.3,150,Maharashtrian,0,0,0,0,0
413,84,175,Hinjawadi,Quick Bites,414,4.2,300,North Indian,0,1,0,0,0
8197,84,8216,Viman Nagar,"Takeaway, Delivery",5,3.2,0,Ice Cream,0,0,0,0,0
5668,84,10619,Pimple Saudagar,"Takeaway, Delivery",0,0.0,0,Fast Food,0,0,0,0,0
8070,84,1610,Wakad,Casual Dining,152,3.8,650,"Chinese, North Indian, Fast Food",0,0,0,0,1
16057,84,10236,Kharadi,Quick Bites,16,3.3,350,North Indian,0,0,0,0,0
16060,84,5055,Budhwar Peth,Quick Bites,5,3.1,150,"South Indian, Street Food",0,0,0,0,0
5854,84,9508,Pimple Nilakh,Quick Bites,114,3.2,200,North Indian,0,0,0,0,0
465,84,598,Kharadi,Quick Bites,22,3.5,450,"North Indian, Chinese",0,0,0,0,0
5610,84,8845,Pune-Solapur Road,Quick Bites,0,0.0,300,North Indian,0,0,0,0,0
18760,84,2240,Pimpri,Casual Dining,7,3.3,1100,"North Indian, Chinese, Italian",0,0,0,0,1
16074,84,3802,Kondhwa,"Lounge, Casual Dining",99,3.2,1400,"North Indian, Chinese, Malwani, Kebab, Mughlai",0,0,0,0,0
18764,84,3261,Hadapsar,Quick Bites,10,3.1,350,"Fast Food, Beverages",0,0,0,0,0
8382,84,4492,Chinchwad,Quick Bites,44,3.4,400,North Indian,0,0,0,0,0
8463,84,9945,Kondhwa,"Takeaway, Delivery",0,0.0,0,"Lebanese, Chinese",0,0,0,0,0
10239,84,2719,Satara Road,Café,348,3.9,500,Cafe,0,1,0,0,0
18164,84,1881,MG Road,Dessert Parlor,134,3.9,300,"Ice Cream, Desserts",0,1,0,0,0
7912,84,10084,Ghorpadi,Quick Bites,0,0.0,150,"Street Food, Fast Food",0,0,0,0,0
8644,84,5319,Nigdi,Quick Bites,55,3.6,350,"Fast Food, Burger, Healthy Food",0,0,0,0,0
7897,84,4370,Dhankawadi,Quick Bites,8,2.9,400,Biryani,0,0,0,0,0
15807,84,4056,Sinhgad Road,Casual Dining,27,3.6,350,Malwani,0,0,0,0,0
6021,84,8637,Narhe,Casual Dining,20,3.3,500,"North Indian, Chinese",0,0,0,0,0
8724,84,9826,Narhe,"Takeaway, Delivery",0,0.0,0,"Fast Food, Maharashtrian, North Indian",0,1,0,0,0
5372,84,1733,Katraj,Casual Dining,0,0.0,700,"North Indian, Seafood",0,0,0,0,1
19851,84,6458,Pimple Saudagar,Casual Dining,60,2.9,500,"Biryani, North Indian, Chinese",0,0,0,0,0
18091,84,1961,Baner,Casual Dining,287,3.8,650,"Mughlai, North Indian, Biryani, Kebab",0,0,0,0,0
7369,84,2614,Viman Nagar,Delivery,9,3.3,0,"Chinese, North Indian",0,0,0,0,0
804,84,8332,KP and Kalyani,Delivery,46,2.9,0,"Continental, Fast Food",0,0,0,0,0
7525,84,4598,Hinjawadi,Casual Dining,23,4.0,1800,Asian,0,0,0,0,0
9365,84,4260,Wadgaon Sheri,Casual Dining,78,3.6,450,"North Indian, Chinese",0,1,0,0,0
909,84,505,Baner,Casual Dining,652,4.0,1100,"North Indian, Fast Food, Chinese, Burger, Pizza, Beverages",0,0,0,0,0
7106,84,8174,Hadapsar,"Casual Dining, Bar",0,0.0,500,"North Indian, Chinese",0,0,0,0,0
18457,84,3698,Khadki,Quick Bites,0,0.0,250,North Indian,0,0,0,0,0
9750,84,605,Hadapsar,Quick Bites,261,3.8,550,"Fast Food, Mexican, Wraps",0,0,0,0,0
15410,84,2644,Sadashiv Peth,Quick Bites,29,3.7,400,North Indian,0,0,0,0,0
6584,84,4077,Wadgaon Sheri,"Takeaway, Delivery",5,3.2,0,North Indian,0,0,0,0,0
4834,84,1042,Shivaji Nagar,Quick Bites,20,3.5,400,"Beverages, Fast Food",0,1,0,0,0
15385,84,4190,Pimple Gurav,Casual Dining,47,3.1,600,"North Indian, Chinese, Mughlai",0,0,0,0,1
